-9.96093	-14.6484	-31.6406
-10.5469	-14.0625	-32.8125
-10.8398	-13.7695	-33.6914
-10.8398	-13.7695	-31.9336
-9.66796	-13.7695	-31.9336
-11.4258	-12.5976	-32.5195
-9.375	-14.6484	-32.2266
-10.8398	-14.3555	-31.9336
-9.66796	-14.9414	-31.9336
-10.2539	-14.9414	-32.5195
-10.2539	-15.5273	-32.5195
-11.4258	-13.7695	-31.3477
-10.5469	-14.6484	-31.6406
-9.96093	-14.6484	-32.2266
-10.2539	-14.9414	-32.5195
-10.5469	-13.4766	-31.0547
-10.5469	-13.4766	-32.2266
-11.4258	-13.7695	-33.6914
-10.5469	-14.0625	-31.6406
-10.5469	-15.2344	-31.6406
-10.5469	-14.0625	-32.8125
-8.49609	-13.7695	-32.5195
-11.1328	-13.4766	-31.6406
-9.96093	-14.0625	-32.2266
-10.2539	-13.7695	-32.5195
-9.96093	-14.6484	-32.2266
-13.1836	-13.7695	-32.5195
-10.5469	-12.3047	-33.9844
-12.3047	-14.0625	-33.3984
-9.96093	-14.6484	-32.2266
-11.1328	-13.4766	-32.2266
-9.08203	-14.3555	-32.5195
-9.66796	-14.3555	-33.1055
-11.4258	-13.1836	-30.7617
-10.2539	-13.7695	-33.1055
-11.4258	-14.3555	-31.3477
-11.4258	-13.7695	-33.6914
-9.66796	-13.7695	-32.5195
-9.96093	-12.3047	-31.6406
-10.5469	-13.4766	-32.8125
-10.2539	-14.3555	-31.9336
-9.96093	-12.8906	-33.9844
-9.66796	-13.7695	-32.5195
-11.1328	-14.0625	-32.2266
-10.5469	-14.6484	-30.4688
-12.0117	-13.1836	-31.9336
-10.5469	-13.4766	-31.0547
-10.5469	-13.4766	-32.8125
-10.2539	-13.7695	-33.1055
-9.96093	-14.0625	-32.2266
-11.4258	-12.0117	-31.3477
-10.5469	-14.0625	-32.2266
-10.8398	-13.1836	-31.3477
-11.7188	-14.0625	-31.6406
-11.1328	-14.0625	-32.2266
-11.1328	-13.4766	-32.8125
-12.0117	-12.0117	-32.5195
-11.1328	-14.0625	-31.6406
-11.1328	-14.0625	-32.2266
-10.2539	-14.3555	-31.9336
-9.66796	-13.7695	-31.3477
-10.8398	-13.7695	-31.9336
-10.8398	-14.3555	-33.1055
-9.66796	-13.7695	-33.1055
-11.1328	-12.8906	-31.6406
-10.5469	-14.0625	-33.3984
-11.1328	-14.6484	-31.0547
-10.8398	-13.7695	-31.9336
-12.0117	-13.7695	-33.1055
-11.7188	-14.0625	-32.8125
-10.5469	-12.8906	-31.6406
-12.0117	-13.7695	-33.1055
-9.66796	-13.1836	-32.5195
-9.66796	-14.3555	-33.1055
-9.66796	-12.0117	-33.1055
-11.4258	-13.1836	-32.5195
-9.375	-13.4766	-32.8125
-9.96093	-13.4766	-31.6406
-9.375	-13.4766	-33.3984
-10.8398	-13.7695	-32.5195
-9.66796	-13.7695	-31.9336
-10.2539	-13.7695	-32.5195
-11.4258	-13.1836	-31.3477
-10.5469	-14.0625	-33.3984
-9.375	-15.8203	-32.8125
-11.7188	-14.6484	-31.6406
-11.7188	-12.3047	-32.2266
-10.5469	-12.8906	-32.2266
-11.1328	-14.0625	-32.8125
-10.5469	-15.2344	-32.8125
-11.7188	-14.0625	-31.0547
-10.2539	-14.3555	-32.5195
-11.4258	-13.7695	-31.9336
-11.1328	-12.8906	-33.3984
-10.2539	-14.3555	-31.9336
-11.4258	-12.0117	-31.9336
-10.8398	-14.3555	-33.1055
-9.96093	-14.0625	-33.3984
-10.8398	-12.5976	-33.1055
-11.7188	-14.6484	-32.2266
-11.1328	-12.3047	-31.0547
-12.5976	-14.9414	-32.5195
-10.2539	-14.3555	-32.5195
-11.1328	-13.4766	-32.2266
-10.2539	-13.7695	-31.3477
-12.0117	-12.5976	-33.6914
-9.96093	-11.7188	-33.3984
-11.7188	-12.8906	-32.8125
-12.8906	-12.3047	-31.6406
-10.5469	-12.3047	-32.2266
-12.0117	-11.4258	-32.5195
-10.8398	-10.8398	-33.6914
-9.375	-9.96093	-30.4688
-9.96093	-11.1328	-31.6406
-10.5469	-11.1328	-31.0547
-10.8398	-7.91015	-33.1055
-9.96093	-8.20312	-32.8125
-11.1328	-9.375	-32.8125
-10.5469	-4.6875	-33.9844
-12.5976	-5.5664	-34.2773
-10.5469	-4.10156	-33.3984
-10.5469	-2.34375	-34.5703
-11.1328	-1.17187	-33.9844
-10.5469	-1.75781	-33.9844
-11.4258	0.29296	-36.0352
-11.1328	1.17187	-35.1562
-11.4258	0.8789	-36.0352
-12.5976	3.22265	-36.6211
-12.8906	4.10156	-38.0859
-11.1328	4.6875	-40.4297
-13.4766	5.85937	-40.4297
-12.3047	6.44531	-39.8438
-11.1328	7.61718	-41.0156
-12.3047	8.20312	-41.6016
-11.4258	9.08203	-42.4805
-12.3047	10.5469	-43.9453
-11.7188	11.7188	-44.5312
-11.7188	11.1328	-44.5312
-12.3047	14.0625	-46.2891
-11.7188	12.8906	-46.875
-11.4258	14.9414	-46.582
-10.8398	16.1133	-47.7539
-11.1328	15.2344	-49.2188
-9.66796	17.8711	-51.8555
-11.1328	17.5781	-51.5625
-8.20312	18.75	-52.1484
-7.32421	19.043	-53.6133
-7.61718	19.3359	-56.25
-7.32421	19.6289	-57.1289
-7.91015	20.8008	-58.8867
-7.32421	21.9727	-58.3008
-6.44531	20.5078	-59.7656
-7.61718	21.0938	-62.6953
-6.73828	23.7305	-62.9883
-6.73828	21.9727	-64.1602
-7.03125	21.6797	-66.2109
-6.15234	23.7305	-65.332
-8.78906	21.6797	-66.7969
-9.66796	23.1445	-67.0898
-9.08203	24.3164	-67.6758
-9.96093	21.0938	-69.1406
-10.2539	21.9727	-68.2617
-12.5976	21.9727	-70.0195
-11.1328	24.0234	-71.4844
-10.8398	21.3867	-70.6055
-10.8398	23.1445	-70.0195
-11.1328	21.6797	-69.1406
-9.08203	21.3867	-71.1914
-11.4258	23.1445	-70.6055
-10.5469	21.6797	-69.1406
-10.8398	22.5586	-69.4336
-9.96093	21.6797	-67.3828
-9.375	21.0938	-67.3828
-11.1328	22.8516	-64.4531
-10.5469	22.8516	-62.6953
-9.08203	21.3867	-61.8164
-10.5469	21.0938	-59.1797
-10.5469	21.6797	-58.5938
-11.4258	19.6289	-55.3711
-10.5469	18.1641	-53.3203
-9.375	15.8203	-50.3906
-9.375	14.6484	-48.6328
-9.66796	16.6992	-47.7539
-9.08203	13.1836	-45.4102
-8.49609	12.0117	-43.6523
-9.66796	9.66796	-38.9648
-8.78906	8.78906	-40.4297
-8.49609	7.91015	-40.1367
-8.49609	2.63671	-36.0352
-7.61718	1.17187	-34.5703
-8.49609	0.29296	-33.6914
-6.73828	-3.80859	-33.6914
-6.15234	-6.73828	-31.9336
-6.73828	-8.49609	-32.5195
-6.15234	-11.4258	-30.7617
-7.61718	-14.0625	-29.8828
-7.32421	-16.6992	-31.3477
-7.03125	-20.5078	-32.2266
-6.73828	-23.1445	-31.3477
-7.91015	-23.7305	-33.6914
-5.85937	-26.9531	-34.5703
-8.49609	-27.2461	-36.0352
-8.49609	-30.7617	-39.5508
-9.375	-31.6406	-39.8438
-9.375	-32.2266	-41.6016
-9.96093	-33.9844	-42.7734
-9.08203	-32.5195	-47.168
-10.8398	-33.6914	-46.582
-12.0117	-35.4492	-49.5117
-11.1328	-32.8125	-51.5625
-11.7188	-33.9844	-55.6641
-12.0117	-33.1055	-58.3008
-12.5976	-31.9336	-62.4023
-12.3047	-30.4688	-64.4531
-12.3047	-30.4688	-66.2109
-14.0625	-28.125	-69.7266
-13.7695	-27.832	-69.4336
-15.2344	-28.125	-71.4844
-14.0625	-25.1953	-73.8281
-16.4062	-23.4375	-75
-15.8203	-21.6797	-77.9297
-15.2344	-18.75	-79.6875
-16.1133	-17.8711	-80.5664
-14.3555	-16.6992	-79.9805
-16.6992	-14.3555	-82.3242
-16.4062	-14.0625	-80.8594
-14.6484	-12.3047	-83.2031
-15.2344	-12.8906	-84.9609
-14.9414	-10.8398	-85.2539
-15.5273	-8.49609	-84.668
-14.9414	-6.73828	-85.8398
-14.0625	-6.44531	-85.5469
-13.4766	-4.10156	-87.3047
-12.8906	-2.92968	-86.7188
-12.3047	-2.34375	-87.3047
-10.2539	-1.46484	-88.1836
-12.0117	0.29296	-87.0117
-10.2539	3.22265	-88.7695
-9.375	3.51562	-87.3047
-10.5469	3.51562	-87.8906
-10.2539	5.5664	-87.5977
-9.375	6.44531	-88.4766
-9.96093	8.20312	-89.0625
-9.66796	7.91015	-88.1836
-8.20312	8.20312	-85.5469
-10.5469	8.78906	-86.1328
-9.375	8.78906	-87.3047
-9.375	9.375	-85.5469
-9.375	9.375	-85.5469
-9.96093	11.1328	-84.9609
-9.96093	11.7188	-86.7188
-8.78906	12.3047	-84.9609
-9.08203	13.7695	-87.0117
-7.32421	13.1836	-84.082
-7.91015	13.7695	-84.082
-9.66796	14.3555	-84.668
-8.49609	15.5273	-85.2539
-7.91015	15.5273	-85.2539
-7.91015	14.9414	-84.668
-9.375	15.8203	-84.375
-6.44531	16.9922	-84.9609
-8.20312	16.9922	-84.375
-9.96093	18.75	-83.2031
-8.78906	19.9219	-80.2734
-8.20312	19.9219	-79.6875
-8.78906	21.0938	-78.5156
-8.49609	21.9727	-75.293
-6.15234	21.3867	-76.4648
-8.78906	22.8516	-75
-9.375	24.0234	-72.6562
-7.91015	23.7305	-71.1914
-7.03125	24.0234	-71.4844
-7.61718	21.6797	-67.3828
-9.08203	23.1445	-65.918
-8.78906	24.0234	-65.0391
-8.49609	22.5586	-62.4023
-7.91015	23.7305	-60.6445
-6.73828	23.1445	-58.8867
-5.27343	22.2656	-56.8359
-5.27343	20.5078	-54.4922
-4.39453	20.2148	-52.4414
-6.15234	20.2148	-49.5117
-2.92968	18.1641	-48.0469
-3.51562	16.9922	-48.6328
-2.92968	16.4062	-45.7031
-4.10156	14.6484	-43.9453
-1.75781	15.8203	-44.5312
-3.22265	13.7695	-41.3086
-2.05078	13.1836	-42.4805
-0.29296	11.4258	-38.9648
-1.46484	10.2539	-39.5508
-0.8789	9.66796	-39.5508
-0.58593	7.03125	-36.9141
-0.29296	7.91015	-36.0352
0.8789	4.98046	-36.6211
0.58593	5.85937	-34.5703
3.22265	4.98046	-34.8633
2.92968	4.6875	-35.1562
3.51562	4.6875	-34.5703
2.63671	2.05078	-31.9336
2.63671	1.46484	-35.4492
3.22265	1.46484	-35.4492
2.05078	1.46484	-33.6914
4.39453	3.22265	-36.0352
4.6875	1.75781	-35.1562
4.39453	2.05078	-35.4492
6.44531	1.75781	-35.1562
6.73828	1.46484	-36.0352
5.85937	3.51562	-35.7422
8.20312	3.51562	-35.1562
10.2539	1.46484	-36.6211
11.4258	2.63671	-36.0352
12.5976	2.63671	-38.3789
15.5273	1.46484	-38.9648
17.8711	0.8789	-38.3789
18.457	0.29296	-41.3086
19.3359	-0.58593	-42.1875
23.4375	0	-44.5312
21.9727	-2.05078	-44.8242
25.1953	-1.75781	-46.2891
24.6094	-1.17187	-45.7031
23.7305	-3.22265	-47.7539
25.1953	-2.34375	-47.4609
25.4883	-3.80859	-47.7539
26.3672	-4.10156	-50.3906
26.0742	-2.05078	-50.6836
25.7812	-2.34375	-50.9766
26.3672	-1.17187	-50.3906
26.3672	-2.92968	-51.5625
27.832	-2.05078	-51.8555
27.5391	-2.34375	-52.1484
26.6602	-2.63671	-52.4414
27.832	-2.63671	-53.0273
26.9531	-1.75781	-53.9062
26.9531	-2.34375	-55.6641
28.418	-2.63671	-55.957
26.9531	-1.17187	-56.25
28.125	-0.58593	-56.8359
26.9531	0	-59.1797
28.125	-3.51562	-60.3516
27.2461	-0.8789	-60.6445
30.1758	-0.29296	-64.7461
27.2461	-0.8789	-64.7461
26.9531	-2.34375	-66.2109
28.418	-2.05078	-66.5039
26.9531	-1.17187	-67.3828
24.9023	-0.8789	-68.8477
24.6094	-1.75781	-71.4844
24.6094	-2.92968	-72.0703
24.9023	-3.22265	-73.5352
22.5586	-1.46484	-72.9492
22.2656	-2.92968	-74.4141
20.5078	-2.92968	-75.5859
21.3867	-2.63671	-75.293
19.6289	-0.29296	-78.2227
20.8008	-1.46484	-78.8086
17.8711	-2.05078	-80.5664
17.5781	-2.92968	-79.1016
16.4062	-2.92968	-80.8594
13.7695	-2.63671	-83.4961
11.4258	-2.63671	-83.4961
9.66796	-4.39453	-84.082
7.91015	-4.39453	-85.2539
7.61718	-5.85937	-85.5469
2.05078	-5.5664	-85.8398
0.58593	-7.61718	-86.7188
-2.63671	-9.66796	-86.4258
-3.22265	-10.8398	-87.0117
-9.375	-11.7188	-85.5469
-12.0117	-11.4258	-84.082
-15.2344	-11.1328	-82.6172
-19.6289	-12.5976	-81.1523
-20.8008	-12.5976	-79.3945
-23.4375	-14.0625	-77.9297
-25.4883	-16.1133	-75.8789
-26.6602	-16.1133	-74.707
-28.7109	-16.4062	-73.8281
-29.5898	-16.6992	-71.7773
-29.2969	-17.5781	-68.5547
-32.2266	-16.9922	-68.5547
-31.9336	-16.6992	-67.0898
-31.3477	-18.457	-65.918
-31.9336	-17.8711	-64.1602
-32.5195	-16.6992	-62.4023
-33.1055	-18.457	-60.0586
-33.1055	-17.8711	-59.4727
-34.2773	-17.8711	-58.3008
-32.5195	-19.6289	-57.1289
-33.6914	-17.8711	-56.543
-32.5195	-17.8711	-55.957
-33.1055	-18.457	-55.957
